Time,685nm PD1(V),685nm PD2(V),685nm PD3(V),785nm PD1(V),785nm PD2(V),785nm PD3(V),830nm PD1(V),830nm PD2(V),830nm PD3(V),850nm PD1(V),850nm PD2(V),850nm PD3(V),9150nm PD1(V),915nm PD2(V),915nm PD3(V),975nm PD1(V),975nm PD2(V),975nm PD3(V)
0.0,0.258735791015625,5.082657673645019,0.4368841781616211,8.37742987060547,10.877506718444824,12.894324458312987,5.122625207519531,8.515331611633302,9.095512509155272,5.592585571289063,9.024039733886719,11.096858125305177,1.3904186645507812,2.2781276779174804,1.5686222396850584,4.631485144042969,1.1191578689575195,0.9861100021362303
1.0,4.367597534179688,9.298299765014647,11.762586396789551,5.748284985351562,10.18743309173584,12.915128466796874,5.13350126953125,8.917874560546874,9.107994914245605,5.370484936523438,8.572837747192382,10.905461247253417,1.4619717041015623,3.1805316513061523,0.6324418579101562,4.603436352539062,1.3093704711914063,1.1317380615234374
2.0,4.372176928710937,8.966533598327636,11.558707113647461,5.825562268066406,10.20070373840332,12.861038044738768,4.9863882202148435,8.519755160522461,7.7182871475219725,5.4311619140625,8.612649687194823,12.207792178344725,1.5186417114257813,3.1761081024169924,0.8987331665039062,4.626333325195312,1.296099824523926,0.029125611877441403
3.0,4.372176928710937,9.510630111694336,12.524013107299805,5.839300451660156,10.315716009521484,12.474083486938476,5.1180458129882815,8.900180364990234,8.25503056640625,5.409409790039063,8.568414198303222,10.331270613098145,1.3887013916015625,2.4417989868164063,1.7974663330078124,4.720783337402343,1.4288062911987303,0.11650244750976561
4.0,4.372176928710937,8.931145207214355,12.116254541015625,5.794078930664062,10.337833753967285,12.145380152893065,4.9869606445312495,8.448978378295898,7.618427906799315,5.552515869140625,8.732085507202148,11.629440742492676,1.4167501831054687,3.760016555786133,3.166370091247558,4.644078479003906,1.362453057861328,0.8737683563232422
5.0,4.366452685546875,9.218675885009766,13.056595724487304,5.717374072265625,10.399763438415526,12.220274583435058,5.0716794433593755,8.652461627197265,8.929080441284178,5.360753723144532,8.48879031829834,11.845802430725097,1.5289453491210936,3.565380404663086,3.64902308807373,4.659533935546875,1.3491824111938477,0.2870953170776367
6.0,4.362445715332031,9.125781358337402,12.981701293945312,5.804954992675781,10.063573722839356,13.7181631942749,5.159832788085937,8.882486169433594,8.970688458251953,5.42658251953125,8.749779702758788,11.304898210144044,1.4230468505859375,2.813377093505859,0.10818084411621093,4.560504528808593,1.1235814178466796,1.1026124496459961
7.0,4.371032080078125,9.196558140563965,12.15370175628662,5.72882255859375,10.143197602844237,13.78473602142334,5.1432324829101566,8.749779702758788,8.375693815612793,5.430017065429688,8.895756816101073,12.178666566467285,1.34176259765625,2.353328009033203,0.4701705917358398,4.617746960449218,1.247440786743164,2.2884409332275393
8.0,4.370459655761719,8.970957147216797,12.769500407409666,5.838155603027343,10.585552491760254,12.074646524047852,5.0545067138671875,8.550720002746582,7.535211872863768,5.346443115234375,8.360507400512695,12.099611334228515,1.399005029296875,3.6450042846679684,1.9680592025756833,4.480365124511718,1.3137940200805664,0.2122008865356445
9.0,4.3687423828125,9.426582682800293,11.375631838989257,5.651545275878906,9.855666925048828,12.211952980041504,5.0934315673828126,8.652461627197265,7.514407864379882,5.470659191894531,9.11693426055908,11.849963232421874,1.3411901733398437,3.025707440185547,1.7017678939819334,4.599429382324219,1.4509240356445312,1.5686222396850584
