time,mua685nm,mua785nm,mua830nm,mua850nm,mua915nm,mua975nm,mus685nm,mus785nm,mus830nm,mus850nm,mus915nm,mus975nm,HbO2,HHb,Water,Fat
0.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00146691688,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30066139222,2.0743438231409184,-0.8781479187220386,965.0422979858869,-865.0422979858869
1.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00143850648,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30060010722,2.03423955856151,-0.8610640143225894,963.4631914648427,-863.4631914648427
2.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00155189434,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30072688796,2.1942984362095874,-0.9292470515307295,969.4476018020794,-869.4476018020794
3.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00146691688,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30066139222,2.0743438231409184,-0.8781479187220386,965.0422979858869,-865.0422979858869
4.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0021225938999999997,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30393468984000005,2.999900826517085,-1.272423378645018,990.4318292476776,-890.4318292476776
5.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0017114362599999998,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30085873646000005,2.4195086187901516,-1.0251837123656558,976.621746478145,-876.621746478145
6.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00178128004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30065299814,2.518100452497034,-1.0671825740647578,979.3860210472026,-879.3860210472026
7.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00160937632,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30102573446,2.27544029040623,-0.9638124448729934,972.183832927691,-872.183832927691
8.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.00179796656,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30038388874,2.5416552286701815,-1.077216607814353,980.0168404090806,-880.0168404090806
9.0,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,1.9959e-06,0.0019120255400000002,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30042666168000004,0.30215770266,2.702661462710445,-1.1458032067435726,984.0530266590653,-884.0530266590653
