Time,685nm PD1(V),685nm PD2(V),685nm PD3(V),785nm PD1(V),785nm PD2(V),785nm PD3(V),830nm PD1(V),830nm PD2(V),830nm PD3(V),850nm PD1(V),850nm PD2(V),850nm PD3(V),9150nm PD1(V),915nm PD2(V),915nm PD3(V),975nm PD1(V),975nm PD2(V),975nm PD3(V)
0.0,0.14076162758146393,0.46608592038789365,0.37354439457176725,6.006061723389295,3.3781270127259297,10.69937873023419,4.990069381736947,2.5216443385088607,8.095240665219585,7.476393575849141,3.563366288777529,10.041673778363187,0.1630604992775374,0.1693047146708161,0.24680611784206052,3.8124102202880654,0.10357464897508749,0.6830526072169458
1.0,6.02557323612336,3.027566662348711,10.04967830110401,6.002577524686783,3.386094293416322,11.051577730830427,5.019336650838043,2.557497101615622,8.522148544730175,7.531443915348824,3.744621924483932,10.675365162011719,0.16096998005603053,0.17926381553380527,0.6283550351546514,3.834012252243636,0.11154192966547882,0.8431430620334175
2.0,6.026270075863861,3.017607561485722,10.080362304943833,6.010242761832309,3.4259306968682783,10.872810056285369,5.043029202015121,2.553513461270426,8.472787321161764,7.53980599223485,3.732671003448345,10.435229479787012,0.1630604992775374,0.16332925415302255,0.4309101408810029,3.849342726534687,0.121501030528468,0.7590955732547698
3.0,6.009545922091807,3.0375257632117005,9.949621766843714,6.0067585631297975,3.394061574106713,11.00888694287937,5.031182926426582,2.5973335050675783,8.439435143074999,7.525869197424805,3.732671003448345,10.413884085811484,0.16375733901803974,0.1812556357064031,0.5976710313148276,3.835405931724641,0.08564826742170696,0.7297456565384167
4.0,5.99560912728176,3.0096402807953306,9.985642119177422,5.9907312490982445,3.392069753934115,11.019559639867134,5.017246131616536,2.569448022651209,8.43810105595153,7.509145043652748,3.6988100605141816,10.357852426625717,0.15678894161301676,0.15137833311743554,0.6256868609077101,3.8298312138006225,0.11751739018327234,0.7737705316129465
5.0,5.994912287541259,3.0315503026939066,9.822883490114007,6.014423800275323,3.4139797758326913,10.952855283693605,5.0346671251290935,2.601317145412774,8.359389915666762,7.501479806507224,3.668932757925214,10.367191036490013,0.16027314031552825,0.15536197346263123,0.3521990005962377,3.8270438548386134,0.12747649104626152,0.7884454899711231
6.0,6.03184479378788,3.007648460622733,9.932278634238598,6.0360258322308935,3.437881617903865,10.822114745593485,5.055572317344163,2.601317145412774,8.491464540890352,7.525869197424805,3.7386464639661385,10.483256616231953,0.1665446979800489,0.16133743398042474,0.48960997431370923,3.8207722971740923,0.11353374983807667,0.8031204483292996
7.0,5.994215447800756,3.01959938165832,9.94028315697942,6.023482716901852,3.419955236350485,10.938180325335427,5.049997599420144,2.5734316629964042,8.612866469126176,7.49729876806421,3.674908218443008,10.47391800636766,0.1679383774610535,0.1533701532900334,0.6056755540556511,3.8277406945791155,0.12548467087366366,0.7991181869588878
8.0,5.975400774807194,2.967812057170776,9.91893776300389,5.991428088838747,3.3841024732437237,10.752742215173015,5.015155612395029,2.5614807419608177,8.519480370483235,7.477787255330146,3.613161793092475,10.516608794318719,0.15748578135351904,0.16731289449821823,0.47360092883206206,3.8145007395095725,0.09759918845729397,0.5883324214505334
9.0,5.941255627522581,2.9498856756173955,9.589418243506653,5.943346146744088,3.3123969470302015,10.690040120369897,4.986585183034435,2.5475380007526325,8.115251972071643,7.463153620779598,3.5793008501583117,10.200430146056187,0.16096998005603053,0.14739469277223988,0.3588694362135907,3.8068355023640468,0.13345195156405504,0.8698248045028295
