time,mua685nm,mua785nm,mua830nm,mua850nm,mua915nm,mua975nm,mus685nm,mus785nm,mus830nm,mus850nm,mus915nm,mus975nm,HbO2,HHb,Water,Fat
0.0,1.9959e-06,0.00440591944,0.0020449503799999996,0.0006915132400000001,0.00127942438,0.00129404456,0.30042666168000004,0.31961295766,0.30327794731999996,0.30037681104,0.94805420042,0.30054132091999997,6.998044343308323,0.3260097172098304,0.16217868038031638,0.8378213196196836
1.0,0.00015704636,0.0012212284,0.00195530116,0.0007086379800000001,0.0008667446199999999,0.00178785438,0.30058276794,0.30042407542,0.30150644592,0.3004873452,1.2964671153,0.30050977183999994,5.979046859248577,-0.7204734898150463,0.30501157736538026,0.6949884226346197
2.0,0.00013270148,0.0014089343,0.0019581268000000004,0.0007786425600000001,0.00047296192,0.0016256398999999998,0.30051240394,0.30038038631999997,0.30275309098000003,0.30087456468,2.9943428927399998,0.30121029575999997,5.4538018038172265,-0.5302074591270769,0.43918766939082926,0.5608123306091708
3.0,8.186218e-05,0.00111729278,0.0020446083599999997,0.0006915132400000001,0.00168926874,0.00159166956,0.30040050476,0.30037377956,0.30345682622,0.30037681104,0.77339547728,0.30036184225999996,6.790963013700455,-0.9708709178931301,0.1452158503388786,0.8547841496611214
4.0,0.00020853662,0.00128167354,0.00197662462,0.0007086379800000001,0.00118860074,0.00176801346,0.30053687782,0.30081541696,0.30257310655999997,0.3004873452,1.0032194784400001,0.30072196784000005,6.286825666735404,-0.6519892354367308,0.22816275450135703,0.771837245498643
5.0,0.00020086084,0.00126343312,0.0019460605999999999,0.0007086379800000001,0.0011528945,0.00193874022,0.30019566099999995,0.30053176338000004,0.30221492895999996,0.3004873452,1.0269669027400001,0.30203538671999997,6.46645058633621,-0.7672654334169825,0.25720689723926304,0.742793102760737
6.0,0.00019356038,0.0012075932,0.0020660007,0.0006915132400000001,0.0011336045,0.00131309532,0.30031502247999997,0.30054852364,0.30347407181999997,0.30037681104,1.04113252284,0.30036536193999996,5.63793879619523,-0.42744674570543406,0.17720148262924754,0.8227985173707525
7.0,0.00017609752,0.0013012612,0.00190188144,0.00073062422,0.0013444212,0.00189937692,0.30038682419999996,0.30044661002,0.30154122225999996,0.30073734154,0.9142551690600002,0.30247597468,6.664305292602466,-0.8209006413991947,0.21911169241085618,0.7808883075891437
8.0,0.00017609752,0.00121203404,0.0019982265,0.00066689018,0.00037304456,0.00171093168,0.30038682419999996,0.300478599,0.30265528176,0.30022917116000003,2.9912620583199994,0.3010262695,5.263110420052929,-0.5311427089737392,0.5364666523528215,0.4635333476471784
9.0,0.00018674246,0.0013206906,0.0021005599400000003,0.00073062422,0.00038707954,0.0015521572800000002,0.30029039222,0.30020797538000005,0.30365109446,0.30073734154,2.99501700376,0.30054577586000003,5.219006266436392,-0.39291727436139984,0.4731869862051789,0.5268130137948211
