time,mua685nm,mua785nm,mua830nm,mua850nm,mua915nm,mua975nm,mus685nm,mus785nm,mus830nm,mus850nm,mus915nm,mus975nm,HbO2,HHb,Water,Fat
0.363,0.00063337708,0.0007816540999999999,0.0009873757200000001,0.0011539323799999999,0.014142305380000001,0.03716916542,2.9942289157,2.99745834402,2.99802908874,2.9983552947999996,2.9991179376599995,2.9986239170399998,70.1393954679636,-24.008355608530714,44.72558977460505,55.27441022539495
0.393,0.00063480734,0.0007816540999999999,0.00098959408,0.0011489812800000003,0.014345224379999999,0.03785562676,2.9945157268600004,2.99745834402,2.9974702354200007,2.99748955912,2.99958716122,2.9976360192200002,71.33896625997872,-24.46083200149418,44.916163667574224,55.083836332425776
0.422,0.0006384789599999999,0.0007732204000000001,0.0009897776,0.0011500145400000002,0.014187561000000001,0.0371388342,2.99512230932,2.9972564691600003,2.9973422275800004,2.99777426376,2.9994615489800003,2.9968973754399997,70.13750897641634,-23.992071785989413,44.54419263568099,55.45580736431901
0.452,0.0006404194,0.0007728571,0.0009888961200000001,0.00115001454,0.01414791526,0.03854943558,2.99760303576,2.9973779241000003,2.9973505213000005,2.99777426376,2.9991369225599995,2.99894143132,72.07908875492784,-24.82801901461971,46.39485303251432,53.60514696748568
0.482,0.0006392751599999999,0.0007717129999999999,0.0009873757200000001,0.0011539323799999997,0.01426573778,0.04204958902,2.9964407991999997,2.9979482184600004,2.99802908874,2.9983552948000005,2.99932166836,2.9978963659799995,77.16045633439897,-26.960954161948234,50.23259198763491,49.7674080123651
0.512,0.00064025184,0.0007816540999999999,0.0009864658600000002,0.00115138414,0.014281592980000002,0.031357497080000005,2.99715765778,2.99745834402,2.9984341097200002,2.99809567854,2.99930715874,2.99902944438,62.0842347877575,-20.52890305612508,37.17738642885371,62.82261357114629
0.541,0.00063480734,0.0007696151999999999,0.0009850382000000002,0.0011484383399999998,0.014347925219999998,0.03975687532,2.99451572686,2.99849288292,2.9986839944200003,2.99721500164,2.99950354358,2.99714867382,74.01798285769704,-25.60867362409156,47.19946259091622,52.80053740908378
0.577,0.00064025184,0.0007739895399999999,0.00098903166,0.0011500145400000002,0.014167482200000001,0.035574974860000004,2.99715765778,2.99646223152,2.9975308993,2.99777426376,2.9991144856,2.99821743838,67.90372735840849,-23.0434946828285,42.6911692756463,57.3088307243537
0.609,0.00064025184,0.00078115744,0.00098903166,0.00115138414,0.0145060884,0.03614265612,2.99715765778,2.99741826196,2.9975308993,2.99809567854,2.99939252426,2.99919079548,69.1015267486779,-23.454389985055137,42.36057077588906,57.63942922411094
0.639,0.0006392751599999999,0.00078008584,0.00098586596,0.0011575132999999999,0.01468881484,0.03550417039999999,2.9964407992,2.9953724913800004,2.9981417544200006,2.998521812,2.9993185636999997,2.99774398938,68.41663310432892,-23.11227310527434,41.066862574191546,58.933137425808454
0.669,0.0006404194,0.0007661149000000001,0.0009864658600000002,0.0011539323799999997,0.01391915608,0.03396237488,2.99760303576,2.99853086798,2.99843410972,2.9983552948000005,2.99932981718,2.9993156580799996,65.33818140939606,-22.023912996300638,41.447442952511636,58.55255704748835
0.707,0.0006392751599999999,0.0007661149000000001,0.0009850382000000002,0.0011539323799999997,0.01414791526,0.036508310020000004,2.9964407991999997,2.99853086798,2.99868399442,2.9983552948000005,2.9991369225599995,2.9978969735000005,69.19798543567568,-23.60568438503842,43.898078555477326,56.101921444522674
