time,mua685nm,mua785nm,mua830nm,mua850nm,mua915nm,mua975nm,mus685nm,mus785nm,mus830nm,mus850nm,mus915nm,mus975nm,HbO2,HHb,Water,Fat
0.0,1.9959e-06,0.00153755784,0.00696528126,0.00450965618,0.00518131684,0.00432433288,0.30042666168000004,0.8270108742800002,0.33166123152,0.42203408851999996,0.39078220435999994,2.99929262718,22.700159658591357,-4.201499619530016,0.1284096486341001,0.8715903513658998
1.0,0.004679698300000001,0.00628108736,0.00649656668,0.00418217238,0.00449676536,0.00352525378,0.32106340720000004,0.33042062918,0.3306371006,0.44030344286,0.3202352133,2.9991259502000003,14.806117292539511,7.703922944827293,0.1197676051666723,0.8802323948333277
2.0,0.004973574579999999,0.00641325782,0.006654482739999999,0.0040257893599999995,0.004819153799999999,0.00359425314,0.32341759734000003,0.33056731204,0.33152272336000005,0.45024366962,0.32220764748,2.9992267508599997,14.87828293957809,8.248690203489321,0.1135054446401628,0.8864945553598372
3.0,0.00449676536,0.00635275168,0.00646039722,0.00398647316,0.00638179908,0.0032521779799999997,0.3202352133,0.32934207238,0.33136903908000004,0.452553932,0.32999883467999996,2.9990046788199995,16.673831336193388,7.151542243832248,0.07527116369111048,0.9247288363088895
4.0,0.0050244917200000004,0.00624167252,0.006747227360000001,0.00381846,0.0029760423600000002,0.0033838462200000002,0.32309507064,0.32945575664,0.33160709206000005,0.46390460072,0.31124343806000004,2.9991096426999997,12.195962233151095,8.829942727987948,0.16700769465461482,0.8329923053453852
5.0,0.00473135464,0.00604633972,0.00667645916,0.00398531786,0.00393316384,0.003443496,0.32200229802,0.32897135656,0.33138469628,0.45272351056,0.3172188322999999,2.9990223829600002,13.85293946638402,7.907471357259327,0.13278795536243046,0.8672120446375695
6.0,0.0048213810199999995,0.00650594548,0.0065798123399999995,0.00451227852,0.0053059558000000005,0.00422258636,0.3220749847,0.33106217194000004,0.33126190952,0.42208755286000005,0.32477700138,2.9995069042200004,16.980500489394803,7.431359188853662,0.12152008485148925,0.8784799151485106
7.0,0.00474256774,0.006330174919999999,0.00670341078,0.005162256779999999,0.00639777188,0.0037670968,0.32284071234,0.32932841412,0.33151412076,0.39149388754,0.33044386556,2.99869977214,18.391160187154373,7.153627867878179,0.08898527307396926,0.9110147269260308
8.0,0.0049661729,0.006111733959999999,0.0067557649,0.0036915497,0.00311546386,0.00338987856,0.32349275710000003,0.32802036442,0.33185570758000005,0.4728331344000001,0.31173151326,2.9990218961399995,12.296015553429607,8.647964658722088,0.16080334281263037,0.8391966571873697
9.0,0.004555415980000001,0.006488451619999999,0.006731227500000001,0.006894112500000001,0.00421277806,0.0030776896,0.3208600856,0.32962651381999997,0.3312130299,0.33274012482000004,0.31819388926,2.99928310452,16.882304119848982,7.473899374859216,0.115294868190166,0.884705131809834
